nodo,degree,betweenness_centrality,eigenvector_centrality,closeness_centrality,pagerank,transitividad
2258074658,19,0.00017167520620753752,0.0034488147280514166,0.2863047691765535,7.035472792746647e-05,0.05263157894736842
2737379453,9,0.000102729339632587,0.0002833439680654445,0.2448975746995064,3.93369863532601e-05,0.0
159909978,1,0.0,2.8391198482911066e-06,0.19672205575229273,7.488966370200109e-06,0.0
105301854,10,4.1265412087653225e-05,0.004052027268317308,0.3043977144998127,3.674204148889606e-05,0.06666666666666667
290671142,15,0.00038321552577871284,0.004511587163493488,0.3080137116138001,5.6835387038815054e-05,0.06666666666666667
208721168,1,0.0,2.8391198482911066e-06,0.19672205575229273,7.488966370200109e-06,0.0
706109159708729344,8,2.91848360005415e-05,0.004123626700998878,0.3042955795716125,3.118940629829624e-05,0.17857142857142858
742492143885930496,7,1.2625868068180878e-05,0.002933435830769955,0.28186391430677826,2.7528489750009496e-05,0.09523809523809523
473194490,22,0.0002024362180976402,0.004797329318961218,0.3188165274121552,7.70981841955373e-05,0.11578947368421053
155395122,16,3.852424112292061e-05,0.0043979140891535744,0.30471643563737516,5.527961561821963e-05,0.15833333333333333
1238117630696972289,3,0.00011529892704879894,0.0029693418801793377,0.28761819066865313,1.728571580266935e-05,0.0
252168075,8207,0.3555357580404129,0.2798560189222066,0.39222924042484714,0.04188601633387908,0.0005575333659546084
37232479,4,8.33167484534013e-06,0.003883514649494411,0.30405357992156373,1.7862579762535925e-05,0.16666666666666666
1279224657124753408,5,0.00010261959337322486,0.002918670831422706,0.2818292850380499,2.9597593648354397e-05,0.2
1299172647583051777,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
920281298735976449,11,2.456981148548661e-06,0.0035847666044866284,0.3008958125969306,3.944390520723989e-05,0.2909090909090909
145461175,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
4824382060,4,7.132041018072472e-08,0.0030364626271422264,0.2845354054941447,1.6843984931864127e-05,0.5
147385733,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
1118888183343853569,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
418899788,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
3991086621,2,4.746023639150966e-06,0.0037948711907334043,0.30402750491159136,1.2202422640254741e-05,0.0
881308200095678466,10,2.71935579712149e-05,0.003973149154049228,0.3041081148525352,3.592860122012651e-05,0.06666666666666667
1537340682,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
2811705634,4,1.9596202650142567e-05,0.0038433752645790245,0.3041081148525352,1.9032370507090452e-05,0.16666666666666666
2744470601,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
1544714364,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
885963124754567168,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
148461640,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
177648210,13,9.067895522402821e-05,0.004135735860983208,0.30452845217364144,5.006394525603689e-05,0.08974358974358974
606632391,6,9.852190390211487e-06,0.00397980826314774,0.3041436916525632,2.4806613463200438e-05,0.26666666666666666
2520619430,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
849688115967078400,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
1174097745948422145,2,0.0,0.002840757781940313,0.2818863260157724,1.1698455049951044e-05,1.0
2232463863,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
853780872268582918,2,0.0,0.002868358681270245,0.2817681953165078,1.0934215104646322e-05,1.0
1038901266,3,4.746023639150966e-06,0.0038527914737117113,0.3041935131593317,1.6500126332148303e-05,0.6666666666666666
158218244,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
2229256457,3,4.977127976444721e-06,0.0038382277980596765,0.30403698621592967,1.4969183660307992e-05,0.3333333333333333
307409107,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
114477009,3,7.783538204765224e-06,0.003991245375700439,0.3179250128402671,1.6369544334317626e-05,0.3333333333333333
148839779,4,2.9961113698893994e-07,0.003006141455851021,0.28227604377786786,1.7736191332917474e-05,0.5
327180205,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
833159505332563968,7,5.615461390470536e-06,0.0033082359798738505,0.3132314315777637,2.7254413505283258e-05,0.23809523809523808
156054222,16,0.00012759051833742012,0.004690501991114092,0.31346558847644,6.284229634790628e-05,0.18333333333333332
158578695,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
2840280909,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
967145407,91,0.001018155441932467,0.0072606206226555805,0.34259885615890784,0.000289033124215907,0.02905982905982906
1110543608703303682,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
2699291461,26,0.0001798607689340075,0.003727257177007459,0.28539541283060843,9.08290913015448e-05,0.06769230769230769
1348389929143906305,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
1014581050289410048,12,2.233145176234891e-05,0.0042165675223269404,0.3044167239118216,4.2494084260047206e-05,0.13636363636363635
2923041125,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
3416293883,19,8.329403131158316e-05,0.00467851438553896,0.30506684607020207,6.70938125137972e-05,0.1111111111111111
174754723,1,0.0,0.0028041210672607253,0.2817295188556567,8.106424464801144e-06,0.0
334233849,4,2.7743585648524483e-05,0.002925272450076324,0.2946928535263846,1.9285833384953928e-05,0.3333333333333333
1285055382210125832,8,2.588262316297355e-05,0.00405340006849558,0.3042552195487314,3.4884632342270404e-05,0.21428571428571427
1003015970213040133,34,5.6290571989012556e-05,0.004487861137151665,0.3084424829157175,0.00011113566630644212,0.0570409982174688
149643369,3,1.4066643383632417e-05,0.0028454908304592266,0.28438185941704525,1.6778207267256602e-05,0.3333333333333333
1252422390946115584,9,7.574708003497566e-06,0.004229670996456384,0.30449516283936257,3.40684013174426e-05,0.3055555555555556
2915779377,28,7.997449394006042e-05,0.004007343186508786,0.28520547344093966,9.463403022978725e-05,0.06349206349206349
1928320513,8,1.9117475753509894e-05,0.004093122123213173,0.3044000905464792,3.190389607342466e-05,0.17857142857142858
846698894742474754,19,2.300795320403889e-05,0.002130480534359362,0.28604855864446566,6.131495950152554e-05,0.011695906432748537
1192415849400938496,47,8.942261281999996e-05,0.006606483137881279,0.3070726637059435,0.00014804076292127991,0.07770582793709528
947946508174884867,72,0.00020608510899938255,0.007137596350678044,0.3169920827169124,0.00021868969844519867,0.06338028169014084
299375176,186,0.00047786343157044326,0.01337723848763511,0.32846493998736576,0.0005554442601901778,0.02871258355129323
1182262941753720834,2,1.3206552408836345e-08,0.00013298273927969244,0.2477887914601601,9.563141966065944e-06,0.0
734388470458818561,97,0.0003644052197374562,0.009116617056967237,0.3080696765019552,0.00030072116334411346,0.031142611683848798
1545719215,45,0.00025866596220403546,0.005031833527730686,0.30448327555513915,0.00015500911773579334,0.06464646464646465
978560748837392389,43,0.00014597097429524478,0.005500207747222505,0.305520953298705,0.0001378189601446105,0.06090808416389812
1360447026,6,2.034844102605206e-07,0.0031435642089410174,0.28489085649162793,2.2665580111569154e-05,0.4666666666666667
1270088629654827009,11,9.81079088467929e-07,0.0006168805825352006,0.2593023565083249,3.744041743654722e-05,0.0
2591131,26,2.6254664576204052e-05,0.004365749204104086,0.29735788630904725,8.09553265546871e-05,0.11692307692307692
1350027419957264385,4,5.80837431174562e-06,0.003904456168093244,0.30408203048851806,1.7993823041425e-05,0.3333333333333333
2301439887,9,8.51982638152433e-05,0.004022294212612983,0.3043977144998127,3.7234476403797e-05,0.1111111111111111
552664234,36,0.00012676577035386117,0.005193744302185677,0.3147762495156916,0.00011396598927483033,0.06984126984126984
1298764453039820802,5,8.427456004720071e-08,0.0030508986167952657,0.2818761384335155,1.9558007782388613e-05,0.4
1185322718360670209,8,7.671921826227832e-06,0.004220089502219493,0.30440959510409266,2.937489995219717e-05,0.2857142857142857
1226214580600397824,1,0.0,4.016343459938498e-05,0.22191556316828753,6.675253207769847e-06,0.0
383951722,3,7.370463336259961e-08,0.00015155129305634,0.2349768921614114,1.2814476889687397e-05,0.0
3062295652,12,6.823889075099994e-05,0.003353250404873469,0.3001339162023212,4.708273046402401e-05,0.13636363636363635
1904972988,7,7.122631468003197e-06,0.004278232470948903,0.30440484275109475,2.6860048102345458e-05,0.3333333333333333
4220072895,199,0.0011463560504412303,0.014335742970225916,0.33273606880487366,0.0005982911192795468,0.02938937109791381
1939348687,7,1.0514751902275776e-05,0.0030058049748035035,0.2844212675953614,2.6333829059500136e-05,0.23809523809523808
730248541,28,4.0922055010274546e-05,0.00538489653830886,0.3052053250686765,8.866645919993724e-05,0.07936507936507936
1266486592107143173,5,2.610384613804448e-07,0.00018824334332703707,0.2466431810563465,1.9226621884922538e-05,0.0
23481918,7,1.1540262042325657e-05,0.004089481973132685,0.3042219899208962,2.6899839199137344e-05,0.19047619047619047
178105343,14,0.0003634161663343575,0.015978820785495118,0.34554041361711174,6.936396354554022e-05,0.18681318681318682
73102744,5362,0.1656488020330267,0.3494103163404086,0.3712903809351525,0.0322909590489028,0.0004956570520748125
2644056245,1,0.0,0.0034970674551010367,0.27076173217521715,8.693170519216575e-06,0.0
4196856351,2,0.0,0.0036872303132771092,0.2873236323448149,1.2607569372981891e-05,1.0
215547565,4,0.00015466214205925788,0.007875935730560593,0.29481315723821977,2.4327390509906265e-05,0.5
146536143,2,0.0,0.0060704914621061345,0.2870782753366068,1.3489435394696646e-05,1.0
1873762824,24,0.00038741881200123437,0.01607391560786894,0.35643645802866336,0.00010554332828598251,0.15579710144927536
110184114,3,1.9506589018750183e-05,0.0072279912994587005,0.2984845005740528,1.870244972788387e-05,0.3333333333333333
306513842,1,0.0,0.0034970674551010367,0.27076173217521715,8.693170519216575e-06,0.0
1458246122,7,5.6796469976907444e-05,0.008622152623816761,0.32099202396924825,3.617737987184668e-05,0.23809523809523808
1178090455927525383,8,1.5542902514727738e-05,0.010315087660387568,0.3113135248191848,3.697735184309386e-05,0.2857142857142857
67175765,1,0.0,0.0034970674551010367,0.27076173217521715,8.693170519216575e-06,0.0
402176767,1,0.0,0.0034970674551010367,0.27076173217521715,8.693170519216575e-06,0.0
4618715801,17,0.00016793274133226804,0.013695131126554589,0.3455281671421736,7.361780172770371e-05,0.16176470588235295
4340256801,1,0.0,0.0034970674551010367,0.27076173217521715,8.693170519216575e-06,0.0
1290011392016351233,1,0.0,0.0034970674551010367,0.27076173217521715,8.693170519216575e-06,0.0
727296065926496265,1,0.0,0.0034970674551010367,0.27076173217521715,8.693170519216575e-06,0.0
850481701000237056,2,4.5474634012440156e-06,0.0035250149286520055,0.2708463557944743,1.3150390558268692e-05,0.0
4758703641,7,6.933076647835523e-05,0.013883550025395272,0.3276838531863404,3.7171031116768274e-05,0.3333333333333333
1352733531630432256,14,0.00018417925063546347,0.014866889879067669,0.33926365423764204,6.668628201261032e-05,0.2967032967032967
585205927,10,0.0001350493528425878,0.011419571595268973,0.32907472258554493,4.910759286115128e-05,0.2222222222222222
1083825689848135680,19,0.00021400186747167879,0.015238652085124996,0.33751363140676116,8.70305251275387e-05,0.1871345029239766
2612402816,5,1.4248304588299208e-05,0.00641257546949231,0.2891965649704107,2.5271770084112884e-05,0.1
107442800,28,0.0004934743890443792,0.01590819119309592,0.3437979370536895,0.0001347980963339325,0.11904761904761904
2152001791,4,1.4427980404290025e-05,0.008981453902504963,0.3097802773938325,2.2551795890822446e-05,0.3333333333333333
791699809279287296,10,0.0001114035547357757,0.0066537698784060505,0.2972604201603805,4.994182749263266e-05,0.08888888888888889
312183888,3,1.6218806226838467e-05,0.007136416659177542,0.30431932576378323,1.818424967227799e-05,0.0
2780654617,35,0.0006336096369183418,0.013767906210815911,0.32696951403561725,0.00015335954085273542,0.10984848484848485
220457693,10,3.757591551431408e-05,0.009309596605384211,0.30076817473661477,4.7805509513567195e-05,0.17777777777777778
1702761704,20,0.0003133266568356118,0.015404796570217772,0.3442774913482591,9.364650696100729e-05,0.23684210526315788
434981389,1,0.0,0.0034970674551010367,0.27076173217521715,8.693170519216575e-06,0.0
207217115,7,9.526630055927874e-05,0.013848578862648009,0.3277031285451383,3.801190357757582e-05,0.2857142857142857
158007051,18,0.00013800044814980152,0.006459941742387159,0.29769384031695384,8.31370088647629e-05,0.06535947712418301
1038538969389182976,1,0.0,0.0034970674551010367,0.27076173217521715,8.693170519216575e-06,0.0
3231977118,1,0.0,0.0034970674551010367,0.27076173217521715,8.693170519216575e-06,0.0
186881299,1,0.0,0.0034970674551010367,0.27076173217521715,8.693170519216575e-06,0.0
2434585328,14,8.884949241946588e-05,0.011123758001566118,0.31687617314145955,6.422821009358727e-05,0.25274725274725274
2662139235,118,0.0021164170092161675,0.023776731031133886,0.36874852252848567,0.0005138318877024702,0.040562074460379544
500269004,24,0.0006068180151300374,0.016967753173995133,0.34738417409739974,0.00011394303689351185,0.17391304347826086
2838925913,12,2.417467903998682e-05,0.010196315224745307,0.3172938448395102,5.306437831698135e-05,0.3484848484848485
450679943,10,6.581300911158012e-05,0.012573437651610491,0.322876304023845,4.7362124361378215e-05,0.2222222222222222
